Sex,Year,Age group,Mean Height (urban),Mean Height (urban) lower 95% uncertainty interval,Mean Height (urban) upper 95% uncertainty interval,Mean Height (rural),Mean Height (rural) lower 95% uncertainty interval,Mean Height (rural) upper 95% uncertainty interval,Mean Height (urban-rural difference),Mean Height (urban-rural difference) lower 95% uncertainty interval,Mean Height (urban-rural difference) upper 95% uncertainty interval
Boys,2004,16,168.1289549,167.9212296,168.3266964,163.5300991,163.2755261,163.786825,4.598855843,4.417410519,4.77797454
Boys,2004,17,169.6954189,169.4971376,169.8917953,165.2819202,165.0283957,165.5295948,4.413498628,4.231517825,4.592373886
Boys,2004,18,170.6073924,170.4017235,170.8059779,166.3519732,166.1027452,166.6051325,4.255419199,4.071706447,4.44153443
Boys,2004,19,171.4408056,171.2324159,171.6386302,167.3546269,167.106417,167.6003558,4.086178671,3.904138133,4.279973805
Boys,2005,5,110.78627,110.335456,111.2446126,106.6330424,105.8866523,107.3623669,4.153227607,3.679351392,4.637253574
Boys,2005,6,116.4862027,116.1138707,116.8539169,112.2583296,111.6628349,112.8429391,4.227873129,3.834009157,4.636475581
Boys,2005,7,121.8097599,121.4840677,122.1416674,117.5124335,117.0120351,118.0120089,4.297326338,3.959722157,4.644197981
Boys,2005,8,126.8780603,126.5888286,127.1690998,122.5118143,122.0778564,122.9392633,4.366246092,4.072196757,4.671766195
Boys,2005,9,131.8094718,131.5434623,132.0796226,127.368121,126.9880041,127.7463611,4.441350727,4.178473153,4.713630147
Boys,2005,10,136.9353609,136.7045391,137.1741706,132.3716635,132.0609993,132.6969458,4.563697425,4.33907717,4.793578816
Boys,2005,11,142.005662,141.7848715,142.2245144,137.3256469,137.0358888,137.6332823,4.680015094,4.466367518,4.890380777
Boys,2005,12,147.7428363,147.5289662,147.9612694,142.9162754,142.6298248,143.2054549,4.826560945,4.62380176,5.026148671
Boys,2005,13,154.3820306,154.1750733,154.5945924,149.3938942,149.1186615,149.6763735,4.988136482,4.795507409,5.182811845
Boys,2005,14,160.6070817,160.3980677,160.8178113,155.5696548,155.2922191,155.8581673,5.037426903,4.846999378,5.226127663
Boys,2005,15,165.4280953,165.2351756,165.6207713,160.6387449,160.3882985,160.8950426,4.789350458,4.608669606,4.963923548
Boys,2005,16,168.1830156,167.9815442,168.3751885,163.6236325,163.366454,163.8798244,4.559383099,4.37830771,4.738282874
Boys,2005,17,169.7363904,169.5377138,169.931223,165.3737831,165.1252386,165.6241882,4.362607282,4.185461014,4.538925094
Boys,2005,18,170.6343749,170.4315497,170.8350912,166.4345045,166.1822299,166.6881102,4.199870409,4.018164358,4.383040634
Boys,2005,19,171.4614163,171.2478486,171.6630311,167.4254569,167.1764253,167.6693749,4.035959352,3.854909918,4.226587993
Boys,2006,5,111.0122872,110.5607468,111.4710792,106.9193537,106.1675468,107.6536016,4.092933537,3.615078902,4.588413482
Boys,2006,6,116.7088583,116.3406451,117.0757003,112.5310542,111.9262178,113.1238979,4.177804109,3.776190651,4.588196815
Boys,2006,7,121.9899159,121.666066,122.3128215,117.730141,117.2258214,118.2344312,4.259774913,3.923338408,4.608629005
Boys,2006,8,127.010255,126.721773,127.2985755,122.6657872,122.2401159,123.1012373,4.344467735,4.044865388,4.652359036
Boys,2006,9,131.8909017,131.6276466,132.1619331,127.4538829,127.0731848,127.8389469,4.437018813,4.171369961,4.709376521
Boys,2006,10,136.9606084,136.7272751,137.2000215,132.3695332,132.047606,132.6922933,4.59107515,4.362036957,4.822852274
Boys,2006,11,142.0201766,141.797448,142.2441027,137.2998136,136.9990293,137.6071097,4.720363006,4.504186402,4.933157416
Boys,2006,12,147.7607057,147.5471036,147.9728513,142.8854436,142.5953338,143.1777757,4.875262049,4.669453926,5.075741341
Boys,2006,13,154.4009937,154.2005745,154.6161178,149.3696853,149.0935466,149.6519651,5.031308416,4.84064847,5.226763376
Boys,2006,14,160.6242879,160.4162042,160.8375409,155.5582206,155.2811957,155.8483016,5.06606738,4.872192264,5.254564047
Boys,2006,15,165.4836925,165.2882206,165.6756529,160.6899619,160.4361916,160.9545115,4.79373056,4.615043798,4.971224518
Boys,2006,16,168.2408778,168.0389477,168.4328214,163.697083,163.4400534,163.9535662,4.5437948,4.364110927,4.722061809
Boys,2006,17,169.7849802,169.5917602,169.9756028,165.4544701,165.2097495,165.7050183,4.330510043,4.15326325,4.506514734
Boys,2006,18,170.6728676,170.4712517,170.871861,166.5140636,166.2624585,166.7677458,4.158803949,3.979438957,4.3406287
Boys,2006,19,171.4888248,171.2785103,171.6941137,167.4929584,167.242733,167.7364142,3.995866339,3.813164624,4.186413076
Boys,2007,5,111.2274063,110.7732308,111.6861465,107.1978018,106.4379635,107.9526233,4.029604545,3.540838567,4.532999585
Boys,2007,6,116.9354512,116.5620431,117.3062263,112.8167619,112.201885,113.417854,4.118689287,3.710452731,4.53725857
Boys,2007,7,122.2125599,121.8911232,122.5342226,118.0016194,117.4963551,118.5049319,4.210940448,3.868161499,4.565480016
Boys,2007,8,127.1897276,126.904962,127.4712805,122.8813773,122.453759,123.3127908,4.30835036,4.00554059,4.617817926
Boys,2007,9,132.021678,131.7602662,132.2871481,127.6043869,127.2240257,127.9930787,4.417291105,4.144869384,4.693309847
Boys,2007,10,137.0288325,136.7936588,137.2680819,132.4330001,132.1080305,132.7631515,4.595832394,4.3634239,4.828789145
Boys,2007,11,142.0426416,141.8217934,142.2706868,137.2978845,136.9900389,137.6084214,4.744757077,4.526060376,4.961087838
Boys,2007,12,147.7720944,147.5579218,147.9890065,142.85975,142.5610763,143.156277,4.912344313,4.703283571,5.114866629
Boys,2007,13,154.4161012,154.2158342,154.6262932,149.3418692,149.0654197,149.6243255,5.074231944,4.882749375,5.270630858
Boys,2007,14,160.6427303,160.4413032,160.8514552,155.5442986,155.2680985,155.8344886,5.098431715,4.903534257,5.289406819
Boys,2007,15,165.5162433,165.3193239,165.7095525,160.686789,160.4363807,160.9537977,4.829454257,4.650443864,5.009991672
Boys,2007,16,168.2785752,168.0771452,168.4738786,163.7233725,163.4605656,163.9895371,4.555202618,4.375935882,4.736468845
Boys,2007,17,169.8273038,169.6384151,170.0167427,165.5067003,165.2627187,165.7601558,4.320603479,4.139947254,4.499421773
Boys,2007,18,170.7074864,170.5095789,170.9013546,166.5724433,166.3222449,166.8330468,4.135043116,3.954238536,4.317419144
Boys,2007,19,171.5131549,171.2997772,171.7148446,167.543726,167.2882839,167.7909952,3.969428904,3.786185292,4.161048574
Boys,2008,5,111.4189173,110.9609466,111.883149,107.4503994,106.6899453,108.2198496,3.968517897,3.464182059,4.477727173
Boys,2008,6,117.1516515,116.7837668,117.5216314,113.0930221,112.4723303,113.7124398,4.058629445,3.644430149,4.480867004
Boys,2008,7,122.4397078,122.1167367,122.7613819,118.2843427,117.7709532,118.7961353,4.15536508,3.804741874,4.513126136
Boys,2008,8,127.4122847,127.1265089,127.6926734,123.1489114,122.7210026,123.5774554,4.263373294,3.955511914,4.569060112
Boys,2008,9,132.2002921,131.9413256,132.4600986,127.8149141,127.4351456,128.2047148,4.385378003,4.110152208,4.662896681
Boys,2008,10,137.1481694,136.9139608,137.3843494,132.5687954,132.2409246,132.9013797,4.579373936,4.345823222,4.812595816
Boys,2008,11,142.1096716,141.888627,142.3373094,137.3606178,137.0479287,137.6751006,4.749053787,4.528472718,4.96636695
Boys,2008,12,147.7927327,147.5753017,148.0117895,142.8573639,142.5549287,143.1582775,4.935368845,4.726388959,5.141556877
Boys,2008,13,154.4256683,154.221313,154.6337476,149.3180868,149.0313774,149.6080474,5.107581415,4.910186977,5.306862935
Boys,2008,14,160.6577,160.4548542,160.8655619,155.5241251,155.2432052,155.8197637,5.133574968,4.939624288,5.325351258
Boys,2008,15,165.527641,165.3322182,165.7223216,160.6375761,160.3823606,160.9031052,4.890064913,4.709242763,5.070904493
Boys,2008,16,168.295529,168.0927576,168.4852696,163.7073293,163.4479259,163.9738422,4.588199702,4.405739999,4.769749403
Boys,2008,17,169.850865,169.6574305,170.0417523,165.5211555,165.2747175,165.7794661,4.329709453,4.146186036,4.509129164
Boys,2008,18,170.735276,170.539437,170.9315137,166.608245,166.361888,166.8716436,4.127030998,3.939028797,4.309453988
