Sex,Year,Age group,Mean Height (urban),Mean Height (urban) lower 95% uncertainty interval,Mean Height (urban) upper 95% uncertainty interval,Mean Height (rural),Mean Height (rural) lower 95% uncertainty interval,Mean Height (rural) upper 95% uncertainty interval,Mean Height (urban-rural difference),Mean Height (urban-rural difference) lower 95% uncertainty interval,Mean Height (urban-rural difference) upper 95% uncertainty interval
Girls,2007,11,143.6481178,143.4774766,143.8170673,139.4041769,139.1732198,139.6306436,4.243940954,4.085100456,4.407392283
Girls,2007,12,149.1103999,148.941433,149.2780001,144.8767184,144.6536575,145.0957812,4.233681492,4.081655037,4.387511703
Girls,2007,13,153.0501117,152.8963591,153.2071951,148.9916419,148.7940318,149.1936493,4.058469754,3.917887532,4.198025484
Girls,2007,14,155.5728159,155.4252171,155.7194425,151.7835229,151.5994747,151.9739609,3.789293082,3.655766439,3.921675683
Girls,2007,15,157.3426127,157.1942008,157.4906106,153.8267539,153.6427777,154.0046316,3.515858843,3.387319999,3.643739272
Girls,2007,16,158.0551792,157.9064919,158.2009882,154.7722916,154.5940433,154.9452399,3.282887563,3.156266498,3.408904392
Girls,2007,17,158.3659363,158.2154578,158.513308,155.2787002,155.0962187,155.4510256,3.087236096,2.956739035,3.21684088
Girls,2007,18,158.5747227,158.4238009,158.7222417,155.6390979,155.4523217,155.8135203,2.935624814,2.802671241,3.06955501
Girls,2007,19,158.9554344,158.793476,159.1166688,156.1272262,155.9353551,156.3181074,2.828208229,2.688191624,2.97185288
Girls,2008,5,110.1735912,109.8684616,110.4849773,106.1405858,105.669132,106.6156557,4.033005459,3.705537722,4.363906182
Girls,2008,6,116.0539615,115.7975973,116.3147564,112.0929365,111.7106322,112.4777416,3.961025011,3.683194929,4.237383007
Girls,2008,7,121.3962778,121.1656398,121.6315755,117.4593339,117.1262492,117.7965984,3.936943911,3.69481256,4.180921342
Girls,2008,8,126.5438973,126.3305694,126.7659812,122.5865572,122.2827426,122.8874631,3.957340078,3.739844409,4.178170201
Girls,2008,9,131.8188783,131.6224911,132.0235703,127.8021505,127.5272084,128.0759476,4.016727854,3.819291018,4.218872681
Girls,2008,10,137.6559538,137.4702988,137.8368305,133.4997475,133.249018,133.7394941,4.156206306,3.978142639,4.335822101
Girls,2008,11,143.6912397,143.5170925,143.8630019,139.4513544,139.2144955,139.6812574,4.239885352,4.078688599,4.40675804
Girls,2008,12,149.14631,148.9748789,149.3174631,144.9207983,144.6963694,145.1452087,4.225511752,4.071866322,4.380481077
Girls,2008,13,153.0927545,152.9369994,153.2471411,149.0502991,148.8464324,149.2546825,4.04245535,3.901430763,4.184544964
Girls,2008,14,155.6297184,155.4822768,155.7781985,151.8656327,151.6785535,152.0604787,3.764085668,3.62787081,3.898335845
Girls,2008,15,157.3980592,157.2512367,157.5441152,153.8933324,153.7119884,154.0767302,3.504726793,3.375221713,3.634884061
Girls,2008,16,158.110712,157.9659528,158.2554843,154.8502391,154.6714936,155.0215318,3.260472862,3.133552848,3.388053664
Girls,2008,17,158.412745,158.2661706,158.5581476,155.3536773,155.1697429,155.525997,3.059067728,2.927961961,3.187040564
Girls,2008,18,158.6089703,158.4589256,158.7552589,155.7021791,155.5160543,155.8748075,2.906791181,2.77469814,3.039999245
Girls,2008,19,158.9780227,158.8170239,159.1381288,156.1766811,155.9829922,156.3679314,2.801341598,2.659647408,2.944093793
Girls,2009,5,110.3397503,110.0346126,110.6501556,106.331024,105.8573675,106.8083789,4.008726232,3.679791129,4.335913108
Girls,2009,6,116.2113629,115.9553916,116.4799746,112.272818,111.8850777,112.6616732,3.938544874,3.657011732,4.217094421
Girls,2009,7,121.546878,121.3123547,121.785026,117.6271273,117.2956886,117.9678949,3.919750646,3.675527475,4.167725552
Girls,2009,8,126.682008,126.470101,126.9040816,122.7355051,122.425503,123.0414749,3.946502884,3.726733399,4.169434409
Girls,2009,9,131.940809,131.7424087,132.1435708,127.9284497,127.6511742,128.2047028,4.012359386,3.811982688,4.214279541
Girls,2009,10,137.7449718,137.5598568,137.9293022,133.5920109,133.335785,133.8354773,4.152960932,3.973884967,4.334187803
Girls,2009,11,143.7536791,143.5774631,143.9301445,139.5155978,139.2768798,139.7486838,4.238081296,4.074364433,4.405077626
Girls,2009,12,149.1883368,149.0186376,149.3598148,144.9672711,144.7417071,145.1960111,4.221065726,4.067429339,4.378480174
Girls,2009,13,153.1294382,152.9674349,153.2865372,149.0972723,148.8948861,149.3008716,4.032165927,3.889173634,4.177303622
Girls,2009,14,155.6748801,155.5266645,155.8236523,151.9292313,151.7450659,152.1254971,3.745648857,3.609005477,3.884325675
Girls,2009,15,157.4378031,157.2911445,157.5831088,153.9382426,153.7557308,154.1243844,3.499560559,3.367420661,3.630393861
Girls,2009,16,158.1605017,158.0161752,158.30079,154.9176991,154.7400077,155.0914046,3.242802546,3.112895298,3.371833673
Girls,2009,17,158.4627917,158.3162953,158.6079069,155.4304551,155.2440598,155.60381,3.03233669,2.899531964,3.162578671
Girls,2009,18,158.6496513,158.5019893,158.7949653,155.7729652,155.5899495,155.9473477,2.876686158,2.742194009,3.011259421
Girls,2009,19,159.0045074,158.8422402,159.1647615,156.231571,156.0378523,156.4232324,2.772936397,2.627270716,2.917974245
Girls,2010,5,110.5214896,110.2128266,110.8332324,106.5397293,106.0573668,107.0192498,3.981760273,3.651268757,4.31483934
Girls,2010,6,116.3799455,116.1224495,116.6521533,112.4671809,112.0731917,112.8535996,3.912764611,3.6296975,4.196180265
Girls,2010,7,121.7053342,121.4706648,121.9461631,117.8088852,117.4688602,118.1516997,3.896449067,3.649347341,4.14957722
Girls,2010,8,126.8326819,126.6171921,127.0557639,122.9036719,122.5993184,123.2111117,3.929010014,3.706903683,4.156160422
Girls,2010,9,132.0785463,131.8802395,132.2818807,128.0770104,127.7994053,128.3577509,4.001535914,3.800155091,4.207092063
Girls,2010,10,137.8580668,137.6743921,138.0427321,133.707821,133.455137,133.9583787,4.150245786,3.96969198,4.335608098
Girls,2010,11,143.8382619,143.6606613,144.0161135,139.5996913,139.3606738,139.8320312,4.23857059,4.072932728,4.40923336
Girls,2010,12,149.2475831,149.0748524,149.424096,145.0257954,144.7944557,145.2552196,4.221787719,4.065296274,4.382710764
Girls,2010,13,153.1705258,153.0098126,153.3298545,149.1417131,148.936604,149.3466886,4.028812606,3.883651154,4.176468835
Girls,2010,14,155.7126697,155.5591002,155.8628228,151.9766161,151.7866548,152.1732629,3.736053696,3.597089561,3.876165589
Girls,2010,15,157.464394,157.3170398,157.6108708,153.9696949,153.7868907,154.1530713,3.494699106,3.359124585,3.628925043
Girls,2010,16,158.2029532,158.0590368,158.3453151,154.9755104,154.7956957,155.1492798,3.227442789,3.094012171,3.35881929
Girls,2010,17,158.5152515,158.3659878,158.6601399,155.5082426,155.3231175,155.6852412,3.00700893,2.872593824,3.140975477
Girls,2010,18,158.7016724,158.5523421,158.8473445,155.8569478,155.6686132,156.0352286,2.84472469,2.70685098,2.983029791
Girls,2010,19,159.045755,158.8821747,159.2084977,156.3059443,156.1097904,156.5031686,2.739810753,2.592918033,2.887082385
Girls,2011,5,110.7042367,110.3954597,111.0170419,106.7573028,106.276968,107.2396658,3.946933907,3.612521473,4.284166522
Girls,2011,6,116.5635378,116.3036162,116.8354345,112.6809784,112.2819599,113.0772082,3.882559426,3.596086779,4.172050628
Girls,2011,7,121.8749324,121.6361407,122.1176263,118.0068755,117.6582647,118.3526438,3.868056949,3.615823953,4.127469408
Girls,2011,8,126.9915331,126.7696262,127.2171306,123.0879626,122.7802823,123.4036724,3.903570596,3.67694564,4.131393969
Girls,2011,9,132.2293182,132.0293365,132.4325376,128.247197,127.9675483,128.5315994,3.982121185,3.777152568,4.188466155
Girls,2011,10,137.9846951,137.7976284,138.1729776,133.8433436,133.5855799,134.0994099,4.141351506,3.958513557,4.325702437
Girls,2011,11,143.9489569,143.7669868,144.1275488,139.7121228,139.4735959,139.9478891,4.236834083,4.066948955,4.411310528
Girls,2011,12,149.3316065,149.1562812,149.5101358,145.1092724,144.8756548,145.3419659,4.22233418,4.060020716,4.38541514
Girls,2011,13,153.2320607,153.0690105,153.3967004,149.2032624,148.9932045,149.4108565,4.028798303,3.880364234,4.179616351
Girls,2011,14,155.7584598,155.6012495,155.9117128,152.0262932,151.8325228,152.2236158,3.732166553,3.590959531,3.873807733
Girls,2011,15,157.4868514,157.3350615,157.6347363,153.9949347,153.810326,154.1776463,3.491916658,3.353659168,3.628585034
Girls,2011,16,158.234681,158.0893366,158.3791383,155.0192892,154.8360616,155.1942276,3.215391769,3.077070069,3.348663033
Girls,2011,17,158.5625035,158.4144099,158.7110127,155.5758482,155.3896248,155.7554854,2.986655329,2.847626482,3.123273882
Girls,2011,18,158.7580971,158.6070006,158.9068017,155.9416536,155.7523363,156.1248822,2.816443504,2.673750383,2.95692984
Girls,2011,19,159.1004493,158.9369415,159.2657317,156.3936534,156.1904002,156.5946111,2.706795809,2.556979854,2.857644494
Girls,2012,5,110.8714481,110.5565396,111.1934455,106.9696128,106.4780251,107.4657008,3.901835306,3.563865061,4.243612884
Girls,2012,6,116.7491291,116.4843681,117.0259435,112.9032359,112.5031732,113.3109135,3.845893175,3.552792194,4.135649855
Girls,2012,7,122.0603392,121.8187891,122.3053598,118.2240552,117.8699346,118.5745452,3.836283932,3.578768254,4.098828838
Girls,2012,8,127.1623468,126.9389891,127.3907083,123.2884925,122.9718268,123.6140025,3.873854235,3.64148535,4.109379811
Girls,2012,9,132.3893047,132.1812059,132.5994772,128.4336912,128.1464918,128.7257745,3.955613525,3.744655304,4.16417203
Girls,2012,10,138.120068,137.9284811,138.3140195,133.9960744,133.7321061,134.2564991,4.123993558,3.934453763,4.314368243
Girls,2012,11,144.0717545,143.888098,144.2516835,139.8449645,139.6034939,140.0866049,4.226790008,4.05194322,4.40366114
Girls,2012,12,149.4404113,149.2636228,149.6218975,145.2213976,144.98666,145.4586294,4.219013726,4.054021788,4.386489992
Girls,2012,13,153.3171941,153.1515395,153.4853035,149.289654,149.0755115,149.4997687,4.02754005,3.875202747,4.182170556
Girls,2012,14,155.8234726,155.6618556,155.9843937,152.0928754,151.89122,152.2938595,3.730597176,3.585676552,3.876870768
Girls,2012,15,157.5187463,157.3640027,157.671018,154.0312505,153.8405524,154.218071,3.487495779,3.347592636,3.626303926
Girls,2012,16,158.2635814,158.1144751,158.4100207,155.0594189,154.8757669,155.2398537,3.204162465,3.062344626,3.341519531
Girls,2012,17,158.6008485,158.4514974,158.7514534,155.6327961,155.4448156,155.8155271,2.968052365,2.823756267,3.106497975
Girls,2012,18,158.8115532,158.6601591,158.9656884,156.0202815,155.826615,156.2097224,2.791271771,2.644478435,2.934378097
Girls,2012,19,159.1622468,158.9942916,159.3314059,156.4870449,156.2813995,156.6932564,2.67520182,2.521604059,2.829692761
Girls,2013,5,111.0280846,110.7016517,111.3654959,107.1781418,106.6724996,107.6946292,3.849942727,3.505268399,4.196395861
Girls,2013,6,116.9193189,116.6425357,117.2049698,113.119183,112.7001825,113.5312681,3.800135904,3.501340666,4.098772157
Girls,2013,7,122.2480518,122.0003118,122.501919,118.4489578,118.0829139,118.8148979,3.799094088,3.533441392,4.067826435
Girls,2013,8,127.3495025,127.1189284,127.5838505,123.5077495,123.1808948,123.8379494,3.841752969,3.60540249,4.082492592
Girls,2013,9,132.5620735,132.3492955,132.7806556,128.6362316,128.3436291,128.9350249,3.925841964,3.709533266,4.141363189
Girls,2013,10,138.2605441,138.059263,138.4580785,134.1610541,133.8892802,134.4289373,4.099490076,3.90285487,4.296055342
Girls,2013,11,144.2047652,144.0145618,144.389814,139.995596,139.7500975,140.2437281,4.209169153,4.027178204,4.391758529
Girls,2013,12,149.5631382,149.3838957,149.7454126,145.354267,145.1165829,145.5962739,4.208871184,4.037225059,4.38012016
Girls,2013,13,153.4290348,153.2620697,153.6035993,149.4045672,149.1873372,149.615828,4.024467646,3.868332087,4.183425314
Girls,2013,14,155.9138122,155.7461454,156.0780359,152.183925,151.9744604,152.3861367,3.729887155,3.581352715,3.877842318
Girls,2013,15,157.5743504,157.4122453,157.7324355,154.0908921,153.8906756,154.2830529,3.483458258,3.337412723,3.626187331
Girls,2013,16,158.3027672,158.1466872,158.4533323,155.1073297,154.917619,155.2910971,3.195437474,3.049602483,3.337559092
Girls,2013,17,158.6371483,158.4837409,158.7917491,155.6833134,155.487648,155.869367,2.953834906,2.807807258,3.097340613
Girls,2013,18,158.8569326,158.7015195,159.0151397,156.0860102,155.8864938,156.2798931,2.770922312,2.618577388,2.920007446
Girls,2013,19,159.2220082,159.0521733,159.3940707,156.5725397,156.3603413,156.784833,2.64946854,2.49132824,2.808898738
Girls,2014,5,111.1734091,110.8345279,111.5220833,107.3796194,106.8659006,107.9049995,3.793789638,3.435491088,4.153580152
Girls,2014,6,117.0774593,116.7879286,117.3726922,113.3300442,112.8959064,113.7651173,3.747415056,3.445461788,4.055232026
Girls,2014,7,122.4191153,122.1580181,122.6838861,118.6665527,118.2829302,119.0487598,3.752562581,3.476477855,4.026500172
Girls,2014,8,127.5378359,127.3017214,127.781182,123.7339701,123.3883279,124.0813187,3.803865835,3.559305576,4.050928259
Girls,2014,9,132.7501447,132.5250534,132.976258,128.8569516,128.5514907,129.1697387,3.893193141,3.670542937,4.116235259
Girls,2014,10,138.4115284,138.2001241,138.6144688,134.3414164,134.0634404,134.6214536,4.070111957,3.866106224,4.274682756
Girls,2014,11,144.3455951,144.1497157,144.5428179,140.1617357,139.9036211,140.4214651,4.183859432,3.996527274,4.377162515
Girls,2014,12,149.6989934,149.5126136,149.8905806,145.508028,145.2627411,145.7580666,4.190965435,4.012711911,4.36869189
Girls,2014,13,153.5576218,153.3846319,153.7376198,149.5428335,149.3196689,149.762756,4.014788392,3.85286367,4.179786028
Girls,2014,14,156.0332685,155.8617812,156.2024506,152.3055847,152.0927582,152.5149388,3.727683791,3.572086352,3.883296733
Girls,2014,15,157.656179,157.4874554,157.8166229,154.17608,153.9710405,154.3756715,3.480098992,3.330232742,3.62674959
Girls,2014,16,158.3631049,158.198924,158.5193599,155.1725349,154.9766888,155.3627798,3.190570067,3.042399659,3.336486569
Girls,2014,17,158.6812534,158.5202515,158.8394844,155.7361869,155.5388546,155.9281948,2.945066527,2.793134178,3.095044433
Girls,2014,18,158.8976732,158.7367643,159.0609299,156.1402837,155.939156,156.3375064,2.757389502,2.602279218,2.909243519
Girls,2014,19,159.2709708,159.0950082,159.4522744,156.6403404,156.4253153,156.8575466,2.630630361,2.465340053,2.796195598
Girls,2015,5,111.304259,110.9440931,111.6769995,107.5691365,107.025122,108.121295,3.735122476,3.366356701,4.107346909
Girls,2015,6,117.222159,116.916118,117.5444781,113.5315853,113.082048,113.9968111,3.690573682,3.375368492,4.008638286
Girls,2015,7,122.5761573,122.3038424,122.8568047,118.8770767,118.4732916,119.2776082,3.699080558,3.41370299,3.981406807
Girls,2015,8,127.7076146,127.4569393,127.9654146,123.9510828,123.5899858,124.3157407,3.756531801,3.501135951,4.011518081
Girls,2015,9,132.937429,132.6976927,133.1733159,129.0829234,128.7540503,129.4164524,3.854505587,3.622501806,4.087536937
Girls,2015,10,138.5797892,138.3602129,138.7937906,134.5424812,134.244049,134.8412573,4.037308012,3.825520329,4.25396488
Girls,2015,11,144.5001124,144.2946581,144.7020398,140.346109,140.0732138,140.6218175,4.154003344,3.957818341,4.357329266
Girls,2015,12,149.8460257,149.6489494,150.0496305,145.6800225,145.4205823,145.9436484,4.166003236,3.981942119,4.352715118
Girls,2015,13,153.7024785,153.5195265,153.891867,149.70418,149.4711307,149.935711,3.998298533,3.829876834,4.16865981
Girls,2015,14,156.1722831,155.9924702,156.3490802,152.4523432,152.2303634,152.6734863,3.719939871,3.559925048,3.882357176
Girls,2015,15,157.7638179,157.5913909,157.9317139,154.2865555,154.0738141,154.494918,3.477262405,3.319578362,3.631548128
Girls,2015,16,158.4478374,158.2791282,158.6146732,155.2592373,155.0553294,155.4548751,3.18860008,3.032712321,3.339891871
Girls,2015,17,158.7446427,158.5781059,158.909721,155.802644,155.6008998,155.9992657,2.941998761,2.784823241,3.096262785
Girls,2015,18,158.9442383,158.7745361,159.1118906,156.1934088,155.9859007,156.3945338,2.750829547,2.590032551,2.909590877
Girls,2015,19,159.313022,159.1262039,159.5036768,156.6931696,156.4690745,156.9141385,2.619852379,2.446961025,2.792218794
Girls,2016,5,111.4233274,111.0251976,111.8276201,107.7483359,107.1662023,108.3415351,3.674991579,3.293540707,4.063248727
Girls,2016,6,117.3498316,117.0191457,117.6984529,113.7182066,113.2319015,114.2098016,3.631625027,3.303908899,3.967119469
Girls,2016,7,122.7173552,122.4206872,123.0249039,119.0755749,118.6494819,119.5089601,3.641780351,3.347511543,3.937315044
Girls,2016,8,127.8609389,127.5866812,128.1391182,124.158495,123.7761237,124.5481248,3.702443936,3.439032253,3.970745323
Girls,2016,9,133.1035415,132.851075,133.3587007,129.2971144,128.9480681,129.6513951,3.806427139,3.565708912,4.051497251
Girls,2016,10,138.7537384,138.5242762,138.9837221,134.7532345,134.4357906,135.0738425,4.000503865,3.778572371,4.226567929
Girls,2016,11,144.674749,144.457982,144.8893121,140.5516746,140.2572828,140.8420673,4.123074417,3.916722367,4.333891252
Girls,2016,12,150.0096318,149.8034902,150.2237156,145.8706824,145.5964204,146.1472858,4.138949378,3.944524504,4.33780922
Girls,2016,13,153.8613566,153.6690972,154.0568334,149.8839788,149.6324722,150.1295294,3.977377768,3.800808458,4.158075912
Girls,2016,14,156.3304154,156.1403465,156.5157556,152.622381,152.3872753,152.8540788,3.708034355,3.539590074,3.877646716
Girls,2016,15,157.8890811,157.7077329,158.0668503,154.4179486,154.1925067,154.6355413,3.471132525,3.306547239,3.633935145
Girls,2016,16,158.5627881,158.3856225,158.7363767,155.3744347,155.1592235,155.5807798,3.188353391,3.025804717,3.346141495
Girls,2016,17,158.836283,158.662087,159.0111747,155.8934818,155.681812,156.0953703,2.942801196,2.777369033,3.104115601
Girls,2016,18,159.0135489,158.8346179,159.1926349,156.2628491,156.0494058,156.4723933,2.750699756,2.581833285,2.913522859
Girls,2016,19,159.3642009,159.1691384,159.5637077,156.7475801,156.5139887,156.9752993,2.616620757,2.436379442,2.795220608
Girls,2017,5,111.5414204,111.1038022,111.9894998,107.9276776,107.2880116,108.5678924,3.61374282,3.217130334,4.025917342
Girls,2017,6,117.4672788,117.0992654,117.8492749,113.8970462,113.3660424,114.4278413,3.570232616,3.227001699,3.925447406
Girls,2017,7,122.8430824,122.5188217,123.1819809,119.2616835,118.7929602,119.7315226,3.581398842,3.270513823,3.894597203
Girls,2017,8,128.0001367,127.7030656,128.3051456,124.3566198,123.9380598,124.7797734,3.643516848,3.368085818,3.929760395
Girls,2017,9,133.2552036,132.9828403,133.5391402,129.504691,129.1282407,129.8821335,3.750512655,3.498678669,4.010956126
Girls,2017,10,138.9122412,138.6661138,139.1613079,134.9587584,134.6162658,135.301521,3.953482802,3.720266386,4.19224358
Girls,2017,11,144.8521837,144.6238376,145.085337,140.766883,140.4504707,141.0755337,4.08530064,3.869765776,4.308147882
Girls,2017,12,150.1901579,149.9701725,150.4160159,146.082387,145.7915062,146.377499,4.107770847,3.90239713,4.314951877
Girls,2017,13,154.0331255,153.8266176,154.2451285,150.0819089,149.8112558,150.349567,3.951216552,3.765375916,4.143156139
Girls,2017,14,156.4985146,156.29561,156.6985161,152.8098744,152.5613348,153.058165,3.688640237,3.511354511,3.867852931
Girls,2017,15,158.027212,157.8353167,158.216789,154.5686516,154.3305388,154.7993189,3.45856034,3.287046656,3.631360409
Girls,2017,16,158.6946161,158.5065685,158.8773011,155.5113547,155.2832935,155.7273117,3.183261423,3.010285881,3.35157204
Girls,2017,17,158.9574957,158.7738142,159.1442824,156.0134949,155.7921794,156.2261101,2.944000828,2.769836598,3.111665481
Girls,2017,18,159.1106168,158.9248041,159.2974939,156.3573462,156.1336121,156.5728377,2.75327063,2.578135393,2.925452266
Girls,2017,19,159.437783,159.2313284,159.6416458,156.8191145,156.5736384,157.0539964,2.618668408,2.433234187,2.799300774
Girls,2018,5,111.6597777,111.1631175,112.1507261,108.1069558,107.4024141,108.8153957,3.552821873,3.133817212,3.990222273
Girls,2018,6,117.5828021,117.1647081,118.0047804,114.0748257,113.4782033,114.6608356,3.507976418,3.141217755,3.884227529
Girls,2018,7,122.9579929,122.5933786,123.3349535,119.4391458,118.9219802,119.9502466,3.518847097,3.186518722,3.852696521
Girls,2018,8,128.1235378,127.7969917,128.4570169,124.541748,124.0790356,124.9986602,3.581789815,3.282622536,3.885107105
Girls,2018,9,133.3925601,133.0955051,133.6987978,129.7025497,129.2873137,130.115602,3.690010333,3.421770869,3.967044956
Girls,2018,10,139.0583866,138.7924009,139.3316337,135.1602224,134.7923358,135.5330079,3.898164211,3.650587656,4.152892988
Girls,2018,11,145.0130971,144.763195,145.2649023,140.9765377,140.6349412,141.3145994,4.036559412,3.809030914,4.273055896
Girls,2018,12,150.3720434,150.1346191,150.6131247,146.3030673,145.9839996,146.6186046,4.068976068,3.853794725,4.290922779
Girls,2018,13,154.2199104,153.9998801,154.4472802,150.2996971,150.0065651,150.5811878,3.92021337,3.722530579,4.123682186
Girls,2018,14,156.6773566,156.4638704,156.8940377,153.0140814,152.746745,153.2763081,3.663275121,3.477553862,3.857047818
Girls,2018,15,158.1734088,157.9671493,158.3775237,154.7349956,154.4843729,154.9804214,3.438413182,3.258576782,3.62352323
Girls,2018,16,158.8400644,158.644448,159.0362351,155.668803,155.4295461,155.8995999,3.171261376,2.992008322,3.352645142
Girls,2018,17,159.0961536,158.9037828,159.2906009,156.1563106,155.9239925,156.3840647,2.939842975,2.759209606,3.116829644
Girls,2018,18,159.2376591,159.041679,159.4352464,156.4819503,156.2506478,156.7091666,2.755708811,2.5710146,2.933421596
Girls,2018,19,159.5394736,159.3245936,159.7510881,156.9166516,156.6639512,157.1619926,2.622821989,2.426529773,2.810243549
Girls,2019,5,111.7780986,111.2189969,112.3283327,108.284548,107.5068017,109.056179,3.493550593,3.049855094,3.958314039
Girls,2019,6,117.6978193,117.2264484,118.1712096,114.2505809,113.5841941,114.90033,3.44723841,3.058059554,3.848720738
Girls,2019,7,123.0705956,122.652236,123.4911211,119.6139252,119.0276919,120.1889057,3.456670406,3.103237086,3.812961524
Girls,2019,8,128.2359552,127.8724479,128.6105878,124.7167462,124.2048376,125.2321758,3.519208996,3.198383337,3.844346404
Girls,2019,9,133.5139988,133.1840631,133.8478614,129.8858813,129.4279205,130.3400196,3.628117497,3.341385761,3.926541655
Girls,2019,10,139.1914375,138.8981074,139.4928558,135.354124,134.9454316,135.7604046,3.837313513,3.572998952,4.113006258
Girls,2019,11,145.1606773,144.8852486,145.4394994,141.1815672,140.8110833,141.5517821,3.979110125,3.736873177,4.231951107
Girls,2019,12,150.5361205,150.2754867,150.8007318,146.5173602,146.1704587,146.8633929,4.018760301,3.788594738,4.254709134
Girls,2019,13,154.4062271,154.1671986,154.6527892,150.5250755,150.2078474,150.8279098,3.881151588,3.672276403,4.099117127
Girls,2019,14,156.869025,156.6384832,157.1057141,153.2364184,152.9436251,153.5171062,3.632606661,3.432031455,3.837739948
Girls,2019,15,158.3318609,158.1116937,158.5568902,154.9191167,154.6533341,155.1808706,3.412744177,3.220835993,3.609531165
Girls,2019,16,158.9950515,158.7850561,159.209221,155.8434707,155.5908359,156.0880328,3.151580796,2.962401045,3.342943626
Girls,2019,17,159.249609,159.0460201,159.454684,156.3210526,156.0734955,156.5630495,2.928556455,2.738658865,3.117360243
Girls,2019,18,159.3831878,159.1768609,159.5897776,156.6306522,156.3838889,156.870209,2.752535603,2.559721091,2.938263019
Girls,2019,19,159.6721106,159.4494779,159.8920696,157.0455775,156.782584,157.3006058,2.626533057,2.425227489,2.821341259
Girls,2020,5,111.8948611,111.2605345,112.5218508,108.4577147,107.5985938,109.3204256,3.437146427,2.958704466,3.937488747
Girls,2020,6,117.812246,117.2610743,118.3505598,114.4230642,113.6855777,115.1567302,3.389181774,2.970055931,3.824162368
Girls,2020,7,123.1823683,122.7005996,123.6630669,119.7852552,119.1302321,120.4278278,3.397113165,3.017473696,3.782419277
Girls,2020,8,128.3458058,127.929267,128.7680261,124.8875763,124.3055632,125.4576982,3.458229538,3.113326395,3.809155361
Girls,2020,9,133.6240693,133.2529027,133.9987464,130.0573086,129.5467051,130.5617318,3.566760677,3.254047894,3.890909513
Girls,2020,10,139.3097626,138.9803437,139.6427484,135.5370523,135.0796045,135.9851919,3.772710241,3.489467803,4.067519261
Girls,2020,11,145.2950449,144.9923812,145.6054376,141.379233,140.9700059,141.7823306,3.91581186,3.653814031,4.191353346
Girls,2020,12,150.6865113,150.4006232,150.9759352,146.7270276,146.3484106,147.1061844,3.959483714,3.711865027,4.210751752
Girls,2020,13,154.5738683,154.3071036,154.842694,150.7434765,150.3913269,151.0768472,3.830391774,3.60485315,4.063285576
Girls,2020,14,157.0589269,156.8100298,157.3108283,153.4653219,153.1465326,153.7736295,3.593604949,3.38123925,3.813023017
Girls,2020,15,158.5075888,158.2716342,158.7458304,155.1249329,154.8310669,155.4050416,3.382655843,3.178534078,3.593014629
Girls,2020,16,159.1629836,158.9390718,159.3938218,156.0367623,155.7628756,156.2984781,3.126221325,2.927140155,3.331602404
Girls,2020,17,159.4131378,159.1963821,159.6365588,156.503799,156.2398374,156.7581264,2.909338792,2.712717893,3.10825432
Girls,2020,18,159.5439777,159.3258178,159.7618363,156.8020194,156.5395629,157.0538693,2.741958253,2.540307135,2.938247127
Girls,2020,19,159.8237462,159.5900847,160.0526114,157.1994149,156.9240843,157.4669895,2.624331298,2.416437995,2.827901736
